Campaign ID,Campaign Name,Prospect Status,Account ID,Account Name,domain,Country,Prospect ID,Opt-In,Opt-In Source,Opt-In Timestamp,Opt-Out Timestamp,Job Title,Prospect Source,opt_in_flag,opt_out_flag
FY23-Q3-global-PROD461-fall_fever_special,Fall Fever Special,Attended,0014M0000f7hC3ZQAU,Phoenix Dynamics,phoenixdyn.biz,BRA,0034M0000nQxmFtQAI,Yes,event registration,2023-09-23 06:11:00,,Chief Analytics Officer,Advertisement,1,0
FY23-Q3-global-PROD461-cyber_monday_madness,Cyber Monday Madness,No Show,0014M0000iqRksQQAT,Nimbus Innovations,nimbusinnovations.org,CAN,0034M0000qbWDzDQAX,Yes,newsletter subscription,2023-09-23 06:11:00,,Assistant Vice President & Business Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_savings_event,Winter Savings Event,No Show,0014M0000CrRQXWQAZ,Apollo Innovations,apolloinnovations.net,ARGENTINA,0034M0000ptHEf6QAH,Yes,newsletter subscription,2023-09-23 06:11:00,,Senior Business Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-spring_sales_bonanza,Spring Sales Bonanza,Responded,0014M0000WoxXbvQAJ,Infinity Solutions,infinitysolutions.net,USA,0034M0000eY32fGQAQ,Yes,social media campaign,2023-09-23 06:11:00,,Senior System Analyst & Project Manager,Advertisement,1,0
FY23-Q3-global-PROD461-winter_discount_extravaganza,Winter Discount Extravaganza,No Show,0014M0000f7hC3ZQAU,Phoenix Dynamics,phoenixdyn.biz,BRA,0034M0000rJ3m6LQAZ,Yes,newsletter subscription,2023-09-23 06:11:00,,Business Analyst,Referral,1,0
FY23-Q3-global-PROD461-summer_sizzle_sale,Summer Sizzle Sale,No Show,0014M0000M58JzQQAV,Phoenix Technologies,phoenixtechnologies.org,USA,0034M0000qT4tV7QAJ,Yes,website form,2023-09-21 06:11:00,,Policy Analyst,Trade Show,1,0
FY23-Q3-global-PROD461-annual_fall_sale,Annual Fall Sale,Attended,0014M0000eMRa3aQAD,Horizon Technologies,horizontechnologies.net,JPN,0034M0000RjIrN2QAL,Yes,online purchase,2023-09-21 06:11:00,,SAP Security Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-annual_fall_clearance,Annual Fall Clearance,Registered,0014M0000Wnj8WrQAJ,Astral Solutions,astralsolutions.net,IND,0034M0000q04XVmQAI,Yes,website form,2023-09-21 06:11:00,,Senior Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-new_year_discounts,New Year Discounts,Attended,0014M0000R1GxmIQAF,Spectrum Enterprises,spectrumenterprises.org,CAN,0034M0000eqt4izQAA,Yes,,2023-09-21 06:11:00,,Business Analytics Lead,Advertisement,1,0
FY23-Q3-global-PROD461-autumn_affair,Autumn Affair,Registered,0014M0000fROl7NQAT,Terra Systems Inc.,terrasystemsinc.biz,ITA,0034M0000ZSMgoNQAX,Yes,,2023-09-21 06:11:00,,"Senior Analyst, Technical - DBA and Applications",Advertisement,1,0
FY23-Q3-global-PROD461-summer_splash_sale,Summer Splash Sale,No Show,0014M0000FftR9BQAV,Nova Dynamics,novadynamics.info,MEX,0034M0000oK7qW0QAJ,Yes,,2023-09-21 06:11:00,,Chief Security Office Management Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-spring_clearance_event,Spring Clearance Event,No Show,0014M0000IZJZKtQAX,Vertex Corporation,vertexcorp.net,JPN,0034M0000eqEMO7QAM,Yes,email subscription,2023-09-19 06:11:00,,IT Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_harvest_sale,Fall Harvest Sale,No Show,0014M0000ZJwBVJQA18,Stellar Innovations,stellarinnov.org,FRA,0034M0000oqzrheQAI,Yes,online contest entry,2023-09-19 06:11:00,,"Data Visualization Senior Analyst - SAP Analytics Cloud (SAC) | Digital, Engineering, and Analytics",Advertisement,1,0
FY23-Q3-global-PROD461-summer_sizzler_deals,Summer Sizzler Deals,Attended,0014M0000fROl7NQAT,Terra Systems Inc.,terrasystemsinc.biz,ITA,0034M0000oNGfKrQAL,Yes,online contest entry,2023-09-19 06:11:00,,Marketing Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_clearance,Winter Clearance,Registered,0014M0000ayS5yeQAB,Skyline Solutions,skylinesolutions.org,GBR,0034M0000o3GtZGQAZ,Yes,online contest entry,2023-09-19 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_fashion_sale,Fall Fashion Sale,No Show,0014M0000BRcYV1QAL,Horizon Technologies,horizontech.biz,USA,0034M0000pPp7yLQAZ,Yes,email subscription,2023-09-19 06:11:00,,Data Analyst,Trade Show,1,0
FY23-Q3-global-PROD461-end_of_summer_clearance,End of Summer Clearance,Attended,0014M0000CrRQXWQAZ,Apollo Innovations,apolloinnovations.net,ARGENTINA,0034M0000qgUTsPQAZ,Yes,referral program,2023-09-19 06:11:00,,Director of Operational Strategy & Analytics,Advertisement,1,0
FY23-Q3-global-PROD461-autumn_affair,Autumn Affair,Registered,0014M0000HsLYfhQAH,Aurora Systems,aurorasystems.biz,USA,0034M0000nLdVzQQAV,Yes,newsletter subscription,2023-09-17 06:11:00,,Senior Business Intelligence Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-back_to_school_sale,Back to School Sale,No Show,0014M0000QcfBr7QAJ,Orion Dynamics,oriondynamics.biz,USA,0034M0000re6sT7QAI,Yes,social media campaign,2023-09-17 06:11:00,,AD Data Analytics,Advertisement,1,0
FY23-Q3-global-PROD461-fall_into_savings,Fall Into Savings,No Show,0014M0000A3B6XgQAJ,Mercury Innovations,mercuryinnovations.biz,USA,0034M0000o7IvslQAJ,Yes,social media campaign,2023-09-17 06:11:00,,"Director, Accounting & Analysis Paccar Financial Corporate",Advertisement,1,0
FY23-Q3-global-PROD461-fall_fashion_sale,Fall Fashion Sale,No Show,0014M0000y1i1EQQAY,Polaris Innovations,polarisinnovations.org,USA,0034M0000SZJebuQAH,Yes,event registration,2023-09-17 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-new_year_discounts,New Year Discounts,Attended,0014M0000mWwbZ7QAJ,Elysium Innovations,elysiuminnovations.net,USA,0034M0000tYQpLqQAJ,Yes,newsletter subscription,2023-09-17 06:11:00,,"Manager, BI & Analytics",Advertisement,1,0
FY23-Q3-global-PROD461-fall_harvest_discounts,Fall Harvest Discounts,No Show,0014M0000y1i1EQQAY,Polaris Innovations,polarisinnovations.org,USA,0034M0000nmBBTGQA1,Yes,newsletter subscription,2023-09-17 06:11:00,,"""Manager, Analytics and Marketing Technology""",Advertisement,1,0
FY23-Q3-global-PROD461-labor_day_blowout,Labor Day Blowout,No Show,0014M0000BhE6DqQAL,Aquarius Systems,aquariussystems.biz,CAN,0034M0000nZvzYIQAZ,Yes,referral program,2023-09-15 06:11:00,,Senior Analyst & Software Engineer,Social Media,1,0
FY23-Q3-global-PROD461-march_madness_sale,March Madness Sale,Responded,0014M0000RdTXmeQAH,Stellar Solutions,stellarsolutions.org,FRA,0034M0000jH4kVzQAJ,Yes,referral program,2023-09-15 06:11:00,,Software and Cloud Development with Data Analysis - Lecturer,Advertisement,1,0
FY23-Q3-global-PROD461-valentines_day_special,Valentine's Day Special,No Show,0014M0000bduD7mQAE,Bluebird Technologies,bluebirdtech.net,CAN,0034M0000tNncwdQAB,Yes,online contest entry,2023-09-15 06:11:00,,Head of Analytics,Trade Show,1,0
FY23-Q3-global-PROD461-halloween_bash,Halloween Bash,No Show,0014M0000ZC9WpeQAD,Galaxy Technologies,galaxytechnologies.net,GBR,0034M0000n7WFqWQAW,Yes,email subscription,2023-09-15 06:11:00,,Actuarial Lead Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_fashion_frenzy,Fall Fashion Frenzy,No Show,0014M0000yOAtZxQAJ,Omega Innovations,omegainnovations.org,CHN,0034M0000m1cBj7QAE,Yes,online contest entry,2023-09-15 06:11:00,,VP. Territory Planning & Analytics,Advertisement,1,0
FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,Attended,0014M0000C3Gz3EQAT,Blue Sky Solutions,blueskysolutions.org,CAN,0034M0000qpM50bQAJ,Yes,referral program,2023-09-15 06:11:00,,Programmer Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_clearance,Winter Clearance,Registered,0014M0000FftR9BQAV,Nova Dynamics,novadynamics.info,MEX,0034M0000mGn2tyQAB,Yes,referral program,2023-09-13 06:11:00,,Data Analyst,Trade Show,1,0
FY23-Q3-global-PROD461-annual_holiday_sale,Annual Holiday Sale,No Show,0014M0000XfxzVbQAJ,Nova Enterprises,novaenterprises.net,IND,0034M0000jVDEiMQAX,Yes,referral program,2023-09-13 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-annual_halloween_sale,Annual Halloween Sale,Attended,0014M0000BRcYV1QAL,Horizon Technologies,horizontech.biz,USA,0034M0000B4kW4oQAE,Yes,online contest entry,2023-09-13 06:11:00,,Consultant - Data & Analytics,Advertisement,1,0
FY23-Q3-global-PROD461-summer_solstice_savings,Summer Solstice Savings,No Show,0014M0000TxFw8VQAT,Solaris Corporation,solariscorporation.biz,ITA,0034M0000oN6DvZQAV,Yes,online contest entry,2023-09-13 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_sizzler_deals,Summer Sizzler Deals,Attended,0014M0000UsZgoUQAT,Proxima Technologies,proximatech.org,IND,0034M0000mSvgsCQAZ,Yes,referral program,2023-09-13 06:11:00,,Senior Lead Information Security Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-labor_day_sale,Labor Day Sale,No Show,0014M0000fROl7NQAT,Terra Systems Inc.,terrasystemsinc.biz,ITA,0034M0000q0xajxQAJ,Yes,event registration,2023-09-11 06:11:00,,Senior Expert - Performance / Reports & Analytics,Advertisement,1,0
FY23-Q3-global-PROD461-end_of_summer_blowout,End of Summer Blowout,Registered,0014M0000Ry0LPOQA21,Saturn Enterprises,saturnenterprises.org,USA,0034M0000odjoEQQAY,Yes,social media campaign,2023-09-11 06:11:00,,Data Analyst,Referral,1,0
FY23-Q3-global-PROD461-cyber_monday_madness,Cyber Monday Madness,No Show,0014M0000iqRksQQAT,Nimbus Innovations,nimbusinnovations.org,CAN,0034M0000rMw1tRQAR,Yes,social media campaign,2023-09-11 06:11:00,,"Director, Analytics",Advertisement,1,0
FY23-Q3-global-PROD461-annual_summer_clearance,Annual Summer Clearance,Responded,0014M0000mWwbZ7QAJ,Elysium Innovations,elysiuminnovations.net,USA,0034M0000oA8lifQAB,Yes,newsletter subscription,2023-09-11 06:11:00,,Application Support Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_sizzle_sale,Summer Sizzle Sale,No Show,0014M0000DkP01UQAZ,Apex Innovations,apexinnov.com,USA,0034M0000PAmMhOQAX,Yes,newsletter subscription,2023-09-11 06:11:00,,Business System Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_wonderland,Winter Wonderland,No Show,0014M0000BRcYV1QAL,Horizon Technologies,horizontech.biz,USA,0034M0000nifAL7QAI,Yes,newsletter subscription,2023-09-11 06:11:00,,Operations Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-new_year_discounts,New Year Discounts,No Show,0014M0000IZJZKtQAX,Vertex Corporation,vertexcorp.net,JPN,0034M0000o1u8SuQAI,Yes,social media campaign,2023-09-11 06:11:00,,Project Business Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_into_savings,Fall Into Savings,No Show,0014M0000Kuiz6SQAR,Astra Dynamics,astradynamics.org,GBR,0034M0000rHHmrUQAX,Yes,newsletter subscription,2023-09-09 06:11:00,,"Senior Director, Business Process and Data Analytics, Rsc Operations",Trade Show,1,0
FY23-Q3-global-PROD461-fall_harvest_discounts,Fall Harvest Discounts,No Show,0014M0000Da9uXsQAJ,Aurora Enterprises,auroraenterprises.biz,USA,0034M0000gYLq8rQAD,Yes,event registration,2023-09-09 06:11:00,,Expert Analyst,Trade Show,1,0
FY23-Q3-global-PROD461-winter_discount_extravaganza,Winter Discount Extravaganza,No Show,0014M0000UsZgoUQAT,Proxima Technologies,proximatech.org,IND,0034M0000ptzsHxQAI,Yes,event registration,2023-09-09 06:11:00,,Marketing Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_solstice_savings,Summer Solstice Savings,No Show,0014M0000mWwbZ7QAJ,Elysium Innovations,elysiuminnovations.net,USA,0034M0000kYRw0qQAB,Yes,social media campaign,2023-09-09 06:11:00,,Analyst - Data,Advertisement,1,0
FY23-Q3-global-PROD461-summer_savings_extravaganza,Summer Savings Extravaganza,No Show,0014M0000y1i1EQQAY,Polaris Innovations,polarisinnovations.org,USA,0034M0000lvnMmMQAU,Yes,social media campaign,2023-09-09 06:11:00,,Data Analyst,Referral,1,0
FY23-Q3-global-PROD461-new_year_discounts,New Year Discounts,No Show,0014M0000XfxzVbQAJ,Nova Enterprises,novaenterprises.net,IND,0034M0000q4ry1oQAJ,Yes,newsletter subscription,2023-09-09 06:11:00,,Advanced Research & Advice Professional in Data Analytics,Advertisement,1,0
FY23-Q3-global-PROD461-winter_discount_extravaganza,Winter Discount Extravaganza,No Show,0014M0000M58JzQQAV,Phoenix Technologies,phoenixtechnologies.org,USA,0034M0000qXmV5GQAZ,Yes,event registration,2023-09-07 06:11:00,,"""Senior VP, Analytics & Operational Excellence""",Advertisement,1,0
FY23-Q3-global-PROD461-autumn_affair,Autumn Affair,Registered,0014M0000UsZgoUQAT,Proxima Technologies,proximatech.org,IND,0034M0000rcFgdXQAJ,Yes,social media campaign,2023-09-07 06:11:00,,Senior Social Media,Advertisement,1,0
FY23-Q3-global-PROD461-new_year_discounts,New Year Discounts,Attended,0014M0000f7hC3ZQAU,Phoenix Dynamics,phoenixdyn.biz,BRA,0034M0000rG0e1rQAB,Yes,social media campaign,2023-09-07 06:11:00,,Senior Integration Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-annual_fall_clearance,Annual Fall Clearance,Registered,0014M0000A3B6XgQAJ,Mercury Innovations,mercuryinnovations.biz,USA,0034M0000q34WElQAJ,Yes,event registration,2023-09-07 06:11:00,,"Senior Director, Managed Markets Analytics",Referral,1,0
FY23-Q3-global-PROD461-summer_splash_sale,Summer Splash Sale,No Show,0014M0000eMRa3aQAD,Horizon Technologies,horizontechnologies.net,JPN,0034M0000pp1vqeQAI,Yes,social media campaign,2023-09-07 06:11:00,,"Analytics, & Pacific Head of Data (Asia)",Advertisement,1,0
FY23-Q3-global-PROD461-annual_halloween_sale,Annual Halloween Sale,Attended,0014M0000FftR9BQAV,Nova Dynamics,novadynamics.info,MEX,0034M0000s5Z2rFQAX,Yes,newsletter subscription,2023-09-07 06:11:00,,"Director, Data Analytics and Strategy",Advertisement,1,0
FY23-Q3-global-PROD461-spring_blowout_sale,Spring Blowout Sale,Registered,0014M0000bduD7mQAE,Bluebird Technologies,bluebirdtech.net,CAN,0034M0000qYZr5gQAJ,Yes,website form,2023-09-05 06:11:00,,Analyst - Application,Advertisement,1,0
FY23-Q3-global-PROD461-springtime_savings,Springtime Savings,No Show,0014M0000GNNRu6QAH,Neptune Enterprises,neptuneenterprises.org,CHN,0034M0000qqkUWeQAI,Yes,online purchase,2023-09-05 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_fashion_frenzy,Fall Fashion Frenzy,No Show,0014M0000PHi1oQAD,Cygnus Solutions,cygnussolutions.net,GBR,0034M0000rcY43JQAZ,Yes,,2023-09-05 06:11:00,,"Senior Business Analyst & Project Manager, Information Technology",Trade Show,1,0
FY23-Q3-global-PROD461-summer_super_sale,Summer Super Sale,No Show,0014M0000Mi6XelQAF,Eclipse Technologies,eclipsetechnologies.biz,USA,0034M0000qBiQunQAF,Yes,,2023-09-05 06:11:00,,Data Analytics Lead,Advertisement,1,0
FY23-Q3-global-PROD461-winter_wonderland_sale,Winter Wonderland Sale,No Show,0014M0000Wnj8WrQAJ,Astral Solutions,astralsolutions.net,IND,0034M0000qh0guCQAQ,Yes,,2023-09-05 06:11:00,,Technology Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_splash_event,Summer Splash Event,No Show,0014M0000C3Gz3EQAT,Blue Sky Solutions,blueskysolutions.org,CAN,0034M0000o1QIaWQAZ,Yes,website form,2023-09-05 06:11:00,,IT Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-springtime_savings,Springtime Savings,No Show,0014M0000k4RUwvQAN,Quantum Dynamics,quantumdyn.info,DEU,0034M0000otqsluQAI,Yes,referral program,2023-09-03 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-march_madness_sale,March Madness Sale,Responded,0014M0000RdTXmeQAH,Stellar Solutions,stellarsolutions.org,FRA,0034M0000oFTvV2QAZ,Yes,email subscription,2023-09-03 06:11:00,,Test Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-halloween_bash,Halloween Bash,No Show,0014M0000BhE6DqQAL,Aquarius Systems,aquariussystems.biz,CAN,0034M0000rOfH1qQAJ,Yes,online contest entry,2023-09-03 06:11:00,,Analyst & Software Engineer,Advertisement,1,0
FY23-Q3-global-PROD461-winter_wonderland_sale,Winter Wonderland Sale,No Show,0014M0000BhE6DqQAL,Aquarius Systems,aquariussystems.biz,CAN,0034M0000qVYm5QQAZ,Yes,email subscription,2023-09-03 06:11:00,,Quality Analyst,Trade Show,1,0
FY23-Q3-global-PROD461-valentines_day_special,Valentine's Day Special,No Show,0014M0000HV1I3QQAT,Titan Technologies,titantechnologies.net,MEX,0034M0000eiYTOOQA4,Yes,referral program,2023-09-03 06:11:00,,Technology Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,Attended,0014M0000k4RUwvQAN,Quantum Dynamics,quantumdyn.info,DEU,0034M0000qH3dkVQAZ,Yes,online contest entry,2023-09-03 06:11:00,,Policy & Policy & Regulation Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_savings_bonanza,Summer Savings Bonanza,Attended,0014M0000GNNRu6QAH,Neptune Enterprises,neptuneenterprises.org,CHN,0034M0000qt41EzQAI,Yes,newsletter subscription,2023-09-01 06:11:00,,Business/Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-cyber_monday_blowout,Cyber Monday Blowout,No Show,0014M0000RdTXmeQAH,Stellar Solutions,stellarsolutions.org,FRA,0034M0000JNo1TdQAL,Yes,social media campaign,2023-09-01 06:11:00,,Cloud/App Support Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_clearance_event,Summer Clearance Event,No Show,0014M0000kYyeJhQAJ,Hyperion Enterprises,hyperionenterprises.biz,USA,0034M0000qv3CxfQAJ,Yes,newsletter subscription,2023-09-01 06:11:00,,Senior Systems Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_wonderland_sale,Winter Wonderland Sale,No Show,0014M0000Wnj8WrQAJ,Astral Solutions,astralsolutions.net,IND,0034M0000kDeEiXQAV,Yes,event registration,2023-09-01 06:11:00,,Social Media,Advertisement,1,0
FY23-Q3-global-PROD461-halloween_clearance,Halloween Clearance,No Show,0014M0000QcfBr7QAJ,Orion Dynamics,oriondynamics.biz,USA,0034M0000W1m77FQAV,Yes,event registration,2023-09-01 06:11:00,,Sr Manager - Revenue Analytics,Social Media,1,0
FY23-Q3-global-PROD461-summer_clearance_sale,Summer Clearance Sale,Responded,0014M0000ouJwBZQAY,Omega Enterprises,omegaenterprises.net,ESP,0034M0000re6mefQAI,Yes,newsletter subscription,2023-09-01 06:11:00,,Market Data Services Exch Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_discount_extravaganza,Winter Discount Extravaganza,No Show,0014M0000mfyJbZQAY,Bluebird Innovations,bluebirdinnovations.net,MEX,0034M0000g3vpZ2QAI,Yes,newsletter subscription,2023-08-30 06:11:00,,Risk Analyst,Referral,1,0
FY23-Q3-global-PROD461-cyber_monday_blowout,Cyber Monday Blowout,No Show,0014M0000HV1I3QQAT,Titan Technologies,titantechnologies.net,MEX,0034M0000Po0uh6QAB,Yes,event registration,2023-08-30 06:11:00,,Business Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_wonderland,Winter Wonderland,No Show,0014M0000bduD7mQAE,Bluebird Technologies,bluebirdtech.net,CAN,0034M0000pCPr1gQAJ,Yes,newsletter subscription,2023-08-30 06:11:00,,Business Analyst / Requirements Engineer,Advertisement,1,0
FY23-Q3-global-PROD461-back_to_school_sale,Back to School Sale,No Show,0014M0000yOAtZxQAJ,Omega Innovations,omegainnovations.org,CHN,0034M0000ofI4lWQAZ,Yes,social media campaign,2023-08-30 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_savings_extravaganza,Summer Savings Extravaganza,Registered,0014M0000XfxzVbQAJ,Nova Enterprises,novaenterprises.net,IND,0034M0000Zx4cM8QAJ,Yes,newsletter subscription,2023-08-30 06:11:00,,"Strategic, Data & Analytics Cloud Engineer",Advertisement,1,0
FY23-Q3-global-PROD461-halloween_special,Halloween Special,No Show,0014M0000ZC9WpeQAD,Galaxy Technologies,galaxytechnologies.net,GBR,0034M0000r91EnqQAJ,Yes,social media campaign,2023-08-30 06:11:00,,Tax Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-springtime_savings,Springtime Savings,No Show,0014M0000T1fw5LQAR,Elite Systems Inc.,elitesysinc.biz,BRA,0034M0000oK4mPwQAJ,Yes,,2023-08-28 06:11:00,,"Director, Data & Analytics",Advertisement,1,0
FY23-Q3-global-PROD461-summer_super_sale,Summer Super Sale,No Show,0014M0000ouJwBZQAY,Omega Enterprises,omegaenterprises.net,ESP,0034M0000WeKdWRQAX,Yes,online purchase,2023-08-28 06:11:00,,"Account Manager, Insights & Analytics",Advertisement,1,0
FY23-Q3-global-PROD461-labor_day_blowout,Labor Day Blowout,No Show,0014M0000Wnj8WrQAJ,Astral Solutions,astralsolutions.net,IND,0034M0000qqwv6XQAZ,Yes,online purchase,2023-08-28 06:11:00,,"Senior Manager, Risk Fraud Strategy & Analytics",Advertisement,1,0
FY23-Q3-global-PROD461-halloween_clearance,Halloween Clearance,No Show,0014M0000kYyeJhQAJ,Hyperion Enterprises,hyperionenterprises.biz,USA,0034M0000bLImCoQAL,Yes,online purchase,2023-08-28 06:11:00,,Application Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_clearance_event,Summer Clearance Event,No Show,0014M0000PHi1oQAD,Cygnus Solutions,cygnussolutions.net,GBR,0034M0000rPc4dOQAZ,Yes,,2023-08-28 06:11:00,,Senior Programmer & Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_clearance_sale,Summer Clearance Sale,Responded,0014M0000ouJwBZQAY,Omega Enterprises,omegaenterprises.net,ESP,0034M0000mMPjwkQAD,Yes,,2023-08-28 06:11:00,,Data Programmer Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-annual_halloween_sale,Annual Halloween Sale,Attended,0014M0000ayS5yeQAB,Skyline Solutions,skylinesolutions.org,GBR,0034M0000m66WmBQAU,Yes,newsletter subscription,2023-08-26 06:11:00,,analytics Engineer,Advertisement,1,0
FY23-Q3-global-PROD461-annual_holiday_sale,Annual Holiday Sale,Registered,0014M0000bduD7mQAE,Bluebird Technologies,bluebirdtech.net,CAN,0034M0000hKdwh0QAB,Yes,social media campaign,2023-08-26 06:11:00,,Solutions Analyst Department Head,Advertisement,1,0
FY23-Q3-global-PROD461-summer_savings_extravaganza,Summer Savings Extravaganza,No Show,0014M0000yOAtZxQAJ,Omega Innovations,omegainnovations.org,CHN,0034M0000p4TjCzQAJ,Yes,social media campaign,2023-08-26 06:11:00,,"Data Scientist & Manager, Advanced Analytics",Advertisement,1,0
FY23-Q3-global-PROD461-summer_savings_bonanza,Summer Savings Bonanza,Responded,0014M0000Ri9Qe6QAF,Zenith Solutions,zenithsolutions.net,CHN,0034M0000rfUoMwQAJ,Yes,newsletter subscription,2023-08-26 06:11:00,,"Assistant Manager, People Analytics",Advertisement,1,0
FY23-Q3-global-PROD461-labor_day_sale,Labor Day Sale,No Show,0014M0000ZJwBVJQA19,Stellar Innovations,stellarinnov.org,FRA,0034M0000pphRqPQAU,Yes,newsletter subscription,2023-08-26 06:11:00,,"Sr. Director, Enterprise Data & Analytics",Referral,1,0
FY23-Q3-global-PROD461-fall_fashion_sale,Fall Fashion Sale,No Show,0014M0000mfyJbZQAY,Bluebird Innovations,bluebirdinnovations.net,MEX,0034M0000oHZlgPQAX,Yes,social media campaign,2023-08-26 06:11:00,,Operations Business Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-end_of_summer_blowout,End of Summer Blowout,Registered,0014M0000fROl7NQAT,Terra Systems Inc.,terrasystemsinc.biz,ITA,0034M0000nmx2N8QAI,Yes,event registration,2023-08-24 06:11:00,,Data Management and System Analysis,Advertisement,1,0
FY23-Q3-global-PROD461-summer_sizzle_sale,Summer Sizzle Sale,No Show,0014M0000Gf3ZCQQA7,Zenith Corporation,zenithcorporation.biz,DEU,0034M0000EmXJecQAH,Yes,social media campaign,2023-08-24 06:11:00,,Senior Software Analyst\Developer,Advertisement,1,0
FY23-Q3-global-PROD461-back_to_school_sale,Back to School Sale,No Show,0014M0000TxFw8VQAT,Solaris Corporation,solariscorporation.biz,ITA,0034M0000jPON4DQAX,Yes,newsletter subscription,2023-08-24 06:11:00,,"""Director, Cell Therapy Analytical Development""",Advertisement,1,0
FY23-Q3-global-PROD461-annual_summer_blowout,Annual Summer Blowout,No Show,0014M0000UsZgoUQAT,Proxima Technologies,proximatech.org,IND,0034M0000qqg6X2QAZ,Yes,newsletter subscription,2023-08-24 06:11:00,,Data-analyst,Advertisement,1,0
FY23-Q3-global-PROD461-halloween_haunt,Halloween Haunt,No Show,0014M0000f7hC3ZQAU,Phoenix Dynamics,phoenixdyn.biz,BRA,0034M0000T3p5qMQAR,Yes,social media campaign,2023-08-24 06:11:00,,Maintenance Systems Analyst- Regional Master Data,Advertisement,1,0
FY23-Q3-global-PROD461-summer_sizzler,Summer Sizzler,No Show,0014M0000iqRksQQAT,Nimbus Innovations,nimbusinnovations.org,CAN,0034M0000s3Wrf6QAB,Yes,social media campaign,2023-08-24 06:11:00,,Senior Finance Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-autumn_extravaganza,Autumn Extravaganza,Responded,0014M0000ayS5yeQAB,Skyline Solutions,skylinesolutions.org,GBR,0034M0000n6tvSaQAI,Yes,event registration,2023-08-24 06:11:00,,Information Technology Business Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-cyber_monday_madness,Cyber Monday Madness,No Show,0014M0000y1i1EQQAY,Polaris Innovations,polarisinnovations.org,USA,0034M0000p7eOvkQAJ,Yes,referral program,2023-08-22 06:11:00,,Program Management Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_sizzle_sale,Summer Sizzle Sale,Responded,0014M0000Wnj8WrQAJ,Astral Solutions,astralsolutions.net,IND,0034M0000qyh9ZmQAI,Yes,online contest entry,2023-08-22 06:11:00,,Global Supply Chain Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_blowout_sale,Summer Blowout Sale,No Show,0014M0000ayS5yeQAB,Skyline Solutions,skylinesolutions.org,GBR,0034M0000oaEhtIQAJ,Yes,email subscription,2023-08-22 06:11:00,,Analytics Consultant Lead,Advertisement,1,0
FY23-Q3-global-PROD461-autumn_bounty_sale,Autumn Bounty Sale,No Show,0014M0000fROl7NQAT,Terra Systems Inc.,terrasystemsinc.biz,ITA,0034M0000jSZHIlQAL,Yes,referral program,2023-08-22 06:11:00,,CoE Business Forestry Analyst,Advertisement,1,0
